customer_id,first_name,last_name,email,phone,loyalty_join_date,loyalty_points,membership_status
359,Customer359,Last359,customer359@example.com,917-555-0359,2025-01-01,5073,Active
360,Customer360,Last360,customer360@example.com,917-555-0360,2025-01-01,671,Active
361,Customer361,Last361,customer361@example.com,917-555-0361,2025-01-01,3434,Active
362,Customer362,Last362,customer362@example.com,917-555-0362,2025-01-01,5385,Active
363,Customer363,Last363,customer363@example.com,917-555-0363,2025-01-01,4781,Active
364,Customer364,Last364,customer364@example.com,917-555-0364,2025-01-01,4630,Active
365,Customer365,Last365,customer365@example.com,917-555-0365,2025-01-01,4282,Active
366,Customer366,Last366,customer366@example.com,917-555-0366,2025-01-01,2591,Active
367,Customer367,Last367,customer367@example.com,917-555-0367,2025-01-01,2136,Active
368,Customer368,Last368,customer368@example.com,917-555-0368,2025-01-01,1673,Active
369,Customer369,Last369,customer369@example.com,917-555-0369,2025-01-01,5486,Active
370,Customer370,Last370,customer370@example.com,917-555-0370,2025-01-01,5867,Active
371,Customer371,Last371,customer371@example.com,917-555-0371,2025-01-01,2573,Active
372,Customer372,Last372,customer372@example.com,917-555-0372,2025-01-01,1955,Active
373,Customer373,Last373,customer373@example.com,917-555-0373,2025-01-01,2175,Active
374,Customer374,Last374,customer374@example.com,917-555-0374,2025-01-01,3242,Active
375,Customer375,Last375,customer375@example.com,917-555-0375,2025-01-01,1072,Active
376,Customer376,Last376,customer376@example.com,917-555-0376,2025-01-01,5502,Active
377,Customer377,Last377,customer377@example.com,917-555-0377,2025-01-01,5287,Active
378,Customer378,Last378,customer378@example.com,917-555-0378,2025-01-01,2457,Active
379,Customer379,Last379,customer379@example.com,917-555-0379,2025-01-01,3745,Active
380,Customer380,Last380,customer380@example.com,917-555-0380,2025-01-01,2590,Active
381,Customer381,Last381,customer381@example.com,917-555-0381,2025-01-01,594,Active
382,Customer382,Last382,customer382@example.com,917-555-0382,2025-01-01,76,Active
383,Customer383,Last383,customer383@example.com,917-555-0383,2025-01-01,3754,Active
384,Customer384,Last384,customer384@example.com,917-555-0384,2025-01-01,5088,Active
385,Customer385,Last385,customer385@example.com,917-555-0385,2025-01-01,4612,Active
386,Customer386,Last386,customer386@example.com,917-555-0386,2025-01-01,819,Active
387,Customer387,Last387,customer387@example.com,917-555-0387,2025-01-01,600,Active
388,Customer388,Last388,customer388@example.com,917-555-0388,2025-01-01,4404,Active
389,Customer389,Last389,customer389@example.com,917-555-0389,2025-01-01,1746,Active
390,Customer390,Last390,customer390@example.com,917-555-0390,2025-01-01,4144,Active
391,Customer391,Last391,customer391@example.com,917-555-0391,2025-01-01,2172,Active
392,Customer392,Last392,customer392@example.com,917-555-0392,2025-01-01,1085,Active
393,Customer393,Last393,customer393@example.com,917-555-0393,2025-01-01,2859,Active
394,Customer394,Last394,customer394@example.com,917-555-0394,2025-01-01,563,Active
395,Customer395,Last395,customer395@example.com,917-555-0395,2025-01-01,2001,Active
396,Customer396,Last396,customer396@example.com,917-555-0396,2025-01-01,3027,Active
397,Customer397,Last397,customer397@example.com,917-555-0397,2025-01-01,2334,Active
398,Customer398,Last398,customer398@example.com,917-555-0398,2025-01-01,1292,Active
399,Customer399,Last399,customer399@example.com,917-555-0399,2025-01-01,3589,Active
400,Customer400,Last400,customer400@example.com,917-555-0400,2025-01-01,4450,Active
401,Customer401,Last401,customer401@example.com,917-555-0401,2025-01-01,5763,Active
402,Customer402,Last402,customer402@example.com,917-555-0402,2025-01-01,2478,Active
403,Customer403,Last403,customer403@example.com,917-555-0403,2025-01-01,5010,Active
404,Customer404,Last404,customer404@example.com,917-555-0404,2025-01-01,5357,Active
405,Customer405,Last405,customer405@example.com,917-555-0405,2025-01-01,4333,Active
406,Customer406,Last406,customer406@example.com,917-555-0406,2025-01-01,64,Active
407,Customer407,Last407,customer407@example.com,917-555-0407,2025-01-01,5471,Active
408,Customer408,Last408,customer408@example.com,917-555-0408,2025-01-01,4543,Active
409,Customer409,Last409,customer409@example.com,917-555-0409,2025-01-01,2452,Active
410,Customer410,Last410,customer410@example.com,917-555-0410,2025-01-01,5434,Active
411,Customer411,Last411,customer411@example.com,917-555-0411,2025-01-01,848,Active
412,Customer412,Last412,customer412@example.com,917-555-0412,2025-01-01,1100,Active
413,Customer413,Last413,customer413@example.com,917-555-0413,2025-01-01,2166,Active
414,Customer414,Last414,customer414@example.com,917-555-0414,2025-01-01,945,Active
415,Customer415,Last415,customer415@example.com,917-555-0415,2025-01-01,876,Active
416,Customer416,Last416,customer416@example.com,917-555-0416,2025-01-01,4532,Active
417,Customer417,Last417,customer417@example.com,917-555-0417,2025-01-01,1273,Active
418,Customer418,Last418,customer418@example.com,917-555-0418,2025-01-01,2231,Active
419,Customer419,Last419,customer419@example.com,917-555-0419,2025-01-01,2308,Active
420,Customer420,Last420,customer420@example.com,917-555-0420,2025-01-01,4954,Active
421,Customer421,Last421,customer421@example.com,917-555-0421,2025-01-01,1725,Active
422,Customer422,Last422,customer422@example.com,917-555-0422,2025-01-01,5878,Active
423,Customer423,Last423,customer423@example.com,917-555-0423,2025-01-01,2808,Active
424,Customer424,Last424,customer424@example.com,917-555-0424,2025-01-01,1667,Active
425,Customer425,Last425,customer425@example.com,917-555-0425,2025-01-01,5631,Active
426,Customer426,Last426,customer426@example.com,917-555-0426,2025-01-01,5195,Active
427,Customer427,Last427,customer427@example.com,917-555-0427,2025-01-01,2162,Active
428,Customer428,Last428,customer428@example.com,917-555-0428,2025-01-01,4140,Active
429,Customer429,Last429,customer429@example.com,917-555-0429,2025-01-01,4002,Active
430,Customer430,Last430,customer430@example.com,917-555-0430,2025-01-01,2057,Active
431,Customer431,Last431,customer431@example.com,917-555-0431,2025-01-01,416,Active
432,Customer432,Last432,customer432@example.com,917-555-0432,2025-01-01,756,Active
433,Customer433,Last433,customer433@example.com,917-555-0433,2025-01-01,5196,Active
434,Customer434,Last434,customer434@example.com,917-555-0434,2025-01-01,3469,Active
435,Customer435,Last435,customer435@example.com,917-555-0435,2025-01-01,2266,Active
436,Customer436,Last436,customer436@example.com,917-555-0436,2025-01-01,361,Active
437,Customer437,Last437,customer437@example.com,917-555-0437,2025-01-01,29,Active
438,Customer438,Last438,customer438@example.com,917-555-0438,2025-01-01,2732,Active
439,Customer439,Last439,customer439@example.com,917-555-0439,2025-01-01,1071,Active
440,Customer440,Last440,customer440@example.com,917-555-0440,2025-01-01,5219,Active
441,Customer441,Last441,customer441@example.com,917-555-0441,2025-01-01,2145,Active
442,Customer442,Last442,customer442@example.com,917-555-0442,2025-01-01,1323,Active
443,Customer443,Last443,customer443@example.com,917-555-0443,2025-01-01,3619,Active
444,Customer444,Last444,customer444@example.com,917-555-0444,2025-01-01,4519,Active
445,Customer445,Last445,customer445@example.com,917-555-0445,2025-01-01,5780,Active
446,Customer446,Last446,customer446@example.com,917-555-0446,2025-01-01,3503,Active
447,Customer447,Last447,customer447@example.com,917-555-0447,2025-01-01,4594,Active
448,Customer448,Last448,customer448@example.com,917-555-0448,2025-01-01,79,Active
449,Customer449,Last449,customer449@example.com,917-555-0449,2025-01-01,916,Active
450,Customer450,Last450,customer450@example.com,917-555-0450,2025-01-01,616,Active
451,Customer451,Last451,customer451@example.com,917-555-0451,2025-01-01,5660,Active
452,Customer452,Last452,customer452@example.com,917-555-0452,2025-01-01,1221,Active
453,Customer453,Last453,customer453@example.com,917-555-0453,2025-01-01,4469,Active
454,Customer454,Last454,customer454@example.com,917-555-0454,2025-01-01,295,Active
455,Customer455,Last455,customer455@example.com,917-555-0455,2025-01-01,3024,Active
456,Customer456,Last456,customer456@example.com,917-555-0456,2025-01-01,4771,Active
457,Customer457,Last457,customer457@example.com,917-555-0457,2025-01-01,4526,Active
458,Customer458,Last458,customer458@example.com,917-555-0458,2025-01-01,1213,Active
459,Customer459,Last459,customer459@example.com,917-555-0459,2025-01-01,3520,Active
460,Customer460,Last460,customer460@example.com,917-555-0460,2025-01-01,1044,Active
461,Customer461,Last461,customer461@example.com,917-555-0461,2025-01-01,342,Active
462,Customer462,Last462,customer462@example.com,917-555-0462,2025-01-01,2525,Active
463,Customer463,Last463,customer463@example.com,917-555-0463,2025-01-01,2987,Active
464,Customer464,Last464,customer464@example.com,917-555-0464,2025-01-01,326,Active
465,Customer465,Last465,customer465@example.com,917-555-0465,2025-01-01,2931,Active
466,Customer466,Last466,customer466@example.com,917-555-0466,2025-01-01,1720,Active
467,Customer467,Last467,customer467@example.com,917-555-0467,2025-01-01,5587,Active
468,Customer468,Last468,customer468@example.com,917-555-0468,2025-01-01,2044,Active
469,Customer469,Last469,customer469@example.com,917-555-0469,2025-01-01,5463,Active
470,Customer470,Last470,customer470@example.com,917-555-0470,2025-01-01,842,Active
471,Customer471,Last471,customer471@example.com,917-555-0471,2025-01-01,2897,Active
472,Customer472,Last472,customer472@example.com,917-555-0472,2025-01-01,4586,Active
473,Customer473,Last473,customer473@example.com,917-555-0473,2025-01-01,3329,Active
474,Customer474,Last474,customer474@example.com,917-555-0474,2025-01-01,5084,Active
475,Customer475,Last475,customer475@example.com,917-555-0475,2025-01-01,1266,Active
476,Customer476,Last476,customer476@example.com,917-555-0476,2025-01-01,1939,Active
477,Customer477,Last477,customer477@example.com,917-555-0477,2025-01-01,1331,Active
478,Customer478,Last478,customer478@example.com,917-555-0478,2025-01-01,1450,Active
479,Customer479,Last479,customer479@example.com,917-555-0479,2025-01-01,3377,Active
480,Customer480,Last480,customer480@example.com,917-555-0480,2025-01-01,203,Active
481,Customer481,Last481,customer481@example.com,917-555-0481,2025-01-01,1469,Active
482,Customer482,Last482,customer482@example.com,917-555-0482,2025-01-01,2721,Active
483,Customer483,Last483,customer483@example.com,917-555-0483,2025-01-01,3372,Active
484,Customer484,Last484,customer484@example.com,917-555-0484,2025-01-01,5487,Active
485,Customer485,Last485,customer485@example.com,917-555-0485,2025-01-01,2032,Active
486,Customer486,Last486,customer486@example.com,917-555-0486,2025-01-01,2185,Active
487,Customer487,Last487,customer487@example.com,917-555-0487,2025-01-01,1304,Active
488,Customer488,Last488,customer488@example.com,917-555-0488,2025-01-01,5744,Active
489,Customer489,Last489,customer489@example.com,917-555-0489,2025-01-01,885,Active
490,Customer490,Last490,customer490@example.com,917-555-0490,2025-01-01,3133,Active
491,Customer491,Last491,customer491@example.com,917-555-0491,2025-01-01,317,Active
492,Customer492,Last492,customer492@example.com,917-555-0492,2025-01-01,3855,Active
493,Customer493,Last493,customer493@example.com,917-555-0493,2025-01-01,1822,Active
494,Customer494,Last494,customer494@example.com,917-555-0494,2025-01-01,1634,Active
495,Customer495,Last495,customer495@example.com,917-555-0495,2025-01-01,3770,Active
496,Customer496,Last496,customer496@example.com,917-555-0496,2025-01-01,2864,Active
497,Customer497,Last497,customer497@example.com,917-555-0497,2025-01-01,2500,Active
498,Customer498,Last498,customer498@example.com,917-555-0498,2025-01-01,1864,Active
499,Customer499,Last499,customer499@example.com,917-555-0499,2025-01-01,1826,Active
500,Customer500,Last500,customer500@example.com,917-555-0500,2025-01-01,193,Active
501,Customer501,Last501,customer501@example.com,917-555-0501,2025-01-01,5406,Active
502,Customer502,Last502,customer502@example.com,917-555-0502,2025-01-01,1582,Active
503,Customer503,Last503,customer503@example.com,917-555-0503,2025-01-01,3264,Active
504,Customer504,Last504,customer504@example.com,917-555-0504,2025-01-01,2689,Active
505,Customer505,Last505,customer505@example.com,917-555-0505,2025-01-01,2282,Active
506,Customer506,Last506,customer506@example.com,917-555-0506,2025-01-01,568,Active
507,Customer507,Last507,customer507@example.com,917-555-0507,2025-01-01,2286,Active
508,Customer508,Last508,customer508@example.com,917-555-0508,2025-01-01,2876,Active
509,Customer509,Last509,customer509@example.com,917-555-0509,2025-01-01,5255,Active
510,Customer510,Last510,customer510@example.com,917-555-0510,2025-01-01,4173,Active
511,Customer511,Last511,customer511@example.com,917-555-0511,2025-01-01,3274,Active
512,Customer512,Last512,customer512@example.com,917-555-0512,2025-01-01,5566,Active
513,Customer513,Last513,customer513@example.com,917-555-0513,2025-01-01,4392,Active
514,Customer514,Last514,customer514@example.com,917-555-0514,2025-01-01,2712,Active
515,Customer515,Last515,customer515@example.com,917-555-0515,2025-01-01,226,Active
516,Customer516,Last516,customer516@example.com,917-555-0516,2025-01-01,944,Active
517,Customer517,Last517,customer517@example.com,917-555-0517,2025-01-01,2139,Active
518,Customer518,Last518,customer518@example.com,917-555-0518,2025-01-01,1462,Active
519,Customer519,Last519,customer519@example.com,917-555-0519,2025-01-01,4756,Active
520,Customer520,Last520,customer520@example.com,917-555-0520,2025-01-01,2174,Active
521,Customer521,Last521,customer521@example.com,917-555-0521,2025-01-01,313,Active
522,Customer522,Last522,customer522@example.com,917-555-0522,2025-01-01,888,Active
523,Customer523,Last523,customer523@example.com,917-555-0523,2025-01-01,4887,Active
524,Customer524,Last524,customer524@example.com,917-555-0524,2025-01-01,3559,Active
525,Customer525,Last525,customer525@example.com,917-555-0525,2025-01-01,2831,Active
526,Customer526,Last526,customer526@example.com,917-555-0526,2025-01-01,5968,Active
527,Customer527,Last527,customer527@example.com,917-555-0527,2025-01-01,2569,Active
528,Customer528,Last528,customer528@example.com,917-555-0528,2025-01-01,3574,Active
529,Customer529,Last529,customer529@example.com,917-555-0529,2025-01-01,4966,Active
530,Customer530,Last530,customer530@example.com,917-555-0530,2025-01-01,4189,Active
531,Customer531,Last531,customer531@example.com,917-555-0531,2025-01-01,947,Active
532,Customer532,Last532,customer532@example.com,917-555-0532,2025-01-01,3155,Active
533,Customer533,Last533,customer533@example.com,917-555-0533,2025-01-01,4723,Active
534,Customer534,Last534,customer534@example.com,917-555-0534,2025-01-01,1557,Active
535,Customer535,Last535,customer535@example.com,917-555-0535,2025-01-01,2086,Active
536,Customer536,Last536,customer536@example.com,917-555-0536,2025-01-01,363,Active
537,Customer537,Last537,customer537@example.com,917-555-0537,2025-01-01,5806,Active
538,Customer538,Last538,customer538@example.com,917-555-0538,2025-01-01,3572,Active
539,Customer539,Last539,customer539@example.com,917-555-0539,2025-01-01,13,Active
540,Customer540,Last540,customer540@example.com,917-555-0540,2025-01-01,4259,Active
541,Customer541,Last541,customer541@example.com,917-555-0541,2025-01-01,4410,Active
542,Customer542,Last542,customer542@example.com,917-555-0542,2025-01-01,5626,Active
543,Customer543,Last543,customer543@example.com,917-555-0543,2025-01-01,5893,Active
544,Customer544,Last544,customer544@example.com,917-555-0544,2025-01-01,5493,Active
545,Customer545,Last545,customer545@example.com,917-555-0545,2025-01-01,1614,Active
546,Customer546,Last546,customer546@example.com,917-555-0546,2025-01-01,2983,Active
547,Customer547,Last547,customer547@example.com,917-555-0547,2025-01-01,3533,Active
548,Customer548,Last548,customer548@example.com,917-555-0548,2025-01-01,573,Active
549,Customer549,Last549,customer549@example.com,917-555-0549,2025-01-01,5441,Active
550,Customer550,Last550,customer550@example.com,917-555-0550,2025-01-01,2704,Active
551,Customer551,Last551,customer551@example.com,917-555-0551,2025-01-01,5104,Active
552,Customer552,Last552,customer552@example.com,917-555-0552,2025-01-01,2571,Active
553,Customer553,Last553,customer553@example.com,917-555-0553,2025-01-01,5434,Active
554,Customer554,Last554,customer554@example.com,917-555-0554,2025-01-01,1020,Active
555,Customer555,Last555,customer555@example.com,917-555-0555,2025-01-01,5896,Active
556,Customer556,Last556,customer556@example.com,917-555-0556,2025-01-01,2460,Active
557,Customer557,Last557,customer557@example.com,917-555-0557,2025-01-01,4154,Active
558,Customer558,Last558,customer558@example.com,917-555-0558,2025-01-01,2533,Active
559,Customer559,Last559,customer559@example.com,917-555-0559,2025-01-01,5463,Active
560,Customer560,Last560,customer560@example.com,917-555-0560,2025-01-01,3345,Active
561,Customer561,Last561,customer561@example.com,917-555-0561,2025-01-01,2672,Active
562,Customer562,Last562,customer562@example.com,917-555-0562,2025-01-01,3296,Active
563,Customer563,Last563,customer563@example.com,917-555-0563,2025-01-01,5711,Active
564,Customer564,Last564,customer564@example.com,917-555-0564,2025-01-01,2422,Active
565,Customer565,Last565,customer565@example.com,917-555-0565,2025-01-01,4541,Active
566,Customer566,Last566,customer566@example.com,917-555-0566,2025-01-01,1042,Active
567,Customer567,Last567,customer567@example.com,917-555-0567,2025-01-01,1571,Active
568,Customer568,Last568,customer568@example.com,917-555-0568,2025-01-01,3444,Active
569,Customer569,Last569,customer569@example.com,917-555-0569,2025-01-01,5447,Active
570,Customer570,Last570,customer570@example.com,917-555-0570,2025-01-01,3105,Active
571,Customer571,Last571,customer571@example.com,917-555-0571,2025-01-01,5548,Active
572,Customer572,Last572,customer572@example.com,917-555-0572,2025-01-01,1425,Active
573,Customer573,Last573,customer573@example.com,917-555-0573,2025-01-01,5042,Active
574,Customer574,Last574,customer574@example.com,917-555-0574,2025-01-01,4662,Active
575,Customer575,Last575,customer575@example.com,917-555-0575,2025-01-01,2465,Active
576,Customer576,Last576,customer576@example.com,917-555-0576,2025-01-01,3326,Active
577,Customer577,Last577,customer577@example.com,917-555-0577,2025-01-01,4488,Active
578,Customer578,Last578,customer578@example.com,917-555-0578,2025-01-01,3,Active
579,Customer579,Last579,customer579@example.com,917-555-0579,2025-01-01,2489,Active
580,Customer580,Last580,customer580@example.com,917-555-0580,2025-01-01,2350,Active
581,Customer581,Last581,customer581@example.com,917-555-0581,2025-01-01,1721,Active
582,Customer582,Last582,customer582@example.com,917-555-0582,2025-01-01,3521,Active
583,Customer583,Last583,customer583@example.com,917-555-0583,2025-01-01,4751,Active
584,Customer584,Last584,customer584@example.com,917-555-0584,2025-01-01,4969,Active
585,Customer585,Last585,customer585@example.com,917-555-0585,2025-01-01,5363,Active
586,Customer586,Last586,customer586@example.com,917-555-0586,2025-01-01,2639,Active
587,Customer587,Last587,customer587@example.com,917-555-0587,2025-01-01,3809,Active
588,Customer588,Last588,customer588@example.com,917-555-0588,2025-01-01,3619,Active
589,Customer589,Last589,customer589@example.com,917-555-0589,2025-01-01,3622,Active
590,Customer590,Last590,customer590@example.com,917-555-0590,2025-01-01,5534,Active
591,Customer591,Last591,customer591@example.com,917-555-0591,2025-01-01,1750,Active
592,Customer592,Last592,customer592@example.com,917-555-0592,2025-01-01,4187,Active
593,Customer593,Last593,customer593@example.com,917-555-0593,2025-01-01,3876,Active
594,Customer594,Last594,customer594@example.com,917-555-0594,2025-01-01,1390,Active
595,Customer595,Last595,customer595@example.com,917-555-0595,2025-01-01,5397,Active
596,Customer596,Last596,customer596@example.com,917-555-0596,2025-01-01,694,Active
597,Customer597,Last597,customer597@example.com,917-555-0597,2025-01-01,2324,Active
598,Customer598,Last598,customer598@example.com,917-555-0598,2025-01-01,4222,Active
599,Customer599,Last599,customer599@example.com,917-555-0599,2025-01-01,5438,Active
600,Customer600,Last600,customer600@example.com,917-555-0600,2025-01-01,5185,Active
601,Customer601,Last601,customer601@example.com,917-555-0601,2025-01-01,5072,Active
602,Customer602,Last602,customer602@example.com,917-555-0602,2025-01-01,2745,Active
603,Customer603,Last603,customer603@example.com,917-555-0603,2025-01-01,765,Active
604,Customer604,Last604,customer604@example.com,917-555-0604,2025-01-01,1924,Active
605,Customer605,Last605,customer605@example.com,917-555-0605,2025-01-01,5511,Active
606,Customer606,Last606,customer606@example.com,917-555-0606,2025-01-01,2542,Active
607,Customer607,Last607,customer607@example.com,917-555-0607,2025-01-01,1840,Active
608,Customer608,Last608,customer608@example.com,917-555-0608,2025-01-01,1631,Active
609,Customer609,Last609,customer609@example.com,917-555-0609,2025-01-01,1207,Active
610,Customer610,Last610,customer610@example.com,917-555-0610,2025-01-01,200,Active
611,Customer611,Last611,customer611@example.com,917-555-0611,2025-01-01,378,Active
612,Customer612,Last612,customer612@example.com,917-555-0612,2025-01-01,2005,Active
613,Customer613,Last613,customer613@example.com,917-555-0613,2025-01-01,3892,Active
614,Customer614,Last614,customer614@example.com,917-555-0614,2025-01-01,5007,Active
615,Customer615,Last615,customer615@example.com,917-555-0615,2025-01-01,596,Active
616,Customer616,Last616,customer616@example.com,917-555-0616,2025-01-01,3730,Active
617,Customer617,Last617,customer617@example.com,917-555-0617,2025-01-01,3395,Active
618,Customer618,Last618,customer618@example.com,917-555-0618,2025-01-01,5159,Active
619,Customer619,Last619,customer619@example.com,917-555-0619,2025-01-01,4715,Active
620,Customer620,Last620,customer620@example.com,917-555-0620,2025-01-01,1592,Active
621,Customer621,Last621,customer621@example.com,917-555-0621,2025-01-01,5884,Active
622,Customer622,Last622,customer622@example.com,917-555-0622,2025-01-01,5704,Active
623,Customer623,Last623,customer623@example.com,917-555-0623,2025-01-01,3145,Active
624,Customer624,Last624,customer624@example.com,917-555-0624,2025-01-01,4049,Active
625,Customer625,Last625,customer625@example.com,917-555-0625,2025-01-01,3273,Active
626,Customer626,Last626,customer626@example.com,917-555-0626,2025-01-01,1998,Active
627,Customer627,Last627,customer627@example.com,917-555-0627,2025-01-01,1208,Active
628,Customer628,Last628,customer628@example.com,917-555-0628,2025-01-01,5374,Active
629,Customer629,Last629,customer629@example.com,917-555-0629,2025-01-01,5633,Active
630,Customer630,Last630,customer630@example.com,917-555-0630,2025-01-01,45,Active
631,Customer631,Last631,customer631@example.com,917-555-0631,2025-01-01,873,Active
632,Customer632,Last632,customer632@example.com,917-555-0632,2025-01-01,3482,Active
633,Customer633,Last633,customer633@example.com,917-555-0633,2025-01-01,1792,Active
634,Customer634,Last634,customer634@example.com,917-555-0634,2025-01-01,1440,Active
635,Customer635,Last635,customer635@example.com,917-555-0635,2025-01-01,5700,Active
636,Customer636,Last636,customer636@example.com,917-555-0636,2025-01-01,4243,Active
637,Customer637,Last637,customer637@example.com,917-555-0637,2025-01-01,3805,Active
638,Customer638,Last638,customer638@example.com,917-555-0638,2025-01-01,411,Active
639,Customer639,Last639,customer639@example.com,917-555-0639,2025-01-01,4566,Active
640,Customer640,Last640,customer640@example.com,917-555-0640,2025-01-01,2041,Active
641,Customer641,Last641,customer641@example.com,917-555-0641,2025-01-01,994,Active
642,Customer642,Last642,customer642@example.com,917-555-0642,2025-01-01,3739,Active
643,Customer643,Last643,customer643@example.com,917-555-0643,2025-01-01,1092,Active
644,Customer644,Last644,customer644@example.com,917-555-0644,2025-01-01,3806,Active
645,Customer645,Last645,customer645@example.com,917-555-0645,2025-01-01,5468,Active
646,Customer646,Last646,customer646@example.com,917-555-0646,2025-01-01,4351,Active
647,Customer647,Last647,customer647@example.com,917-555-0647,2025-01-01,4578,Active
648,Customer648,Last648,customer648@example.com,917-555-0648,2025-01-01,4877,Active
649,Customer649,Last649,customer649@example.com,917-555-0649,2025-01-01,2599,Active
650,Customer650,Last650,customer650@example.com,917-555-0650,2025-01-01,3625,Active
651,Customer651,Last651,customer651@example.com,917-555-0651,2025-01-01,5018,Active
652,Customer652,Last652,customer652@example.com,917-555-0652,2025-01-01,5892,Active
653,Customer653,Last653,customer653@example.com,917-555-0653,2025-01-01,4135,Active
654,Customer654,Last654,customer654@example.com,917-555-0654,2025-01-01,3495,Active
655,Customer655,Last655,customer655@example.com,917-555-0655,2025-01-01,4488,Active
656,Customer656,Last656,customer656@example.com,917-555-0656,2025-01-01,3652,Active
657,Customer657,Last657,customer657@example.com,917-555-0657,2025-01-01,1303,Active
658,Customer658,Last658,customer658@example.com,917-555-0658,2025-01-01,3888,Active
659,Customer659,Last659,customer659@example.com,917-555-0659,2025-01-01,3686,Active
660,Customer660,Last660,customer660@example.com,917-555-0660,2025-01-01,2123,Active
661,Customer661,Last661,customer661@example.com,917-555-0661,2025-01-01,2025,Active
662,Customer662,Last662,customer662@example.com,917-555-0662,2025-01-01,5223,Active
663,Customer663,Last663,customer663@example.com,917-555-0663,2025-01-01,2271,Active
664,Customer664,Last664,customer664@example.com,917-555-0664,2025-01-01,4270,Active
665,Customer665,Last665,customer665@example.com,917-555-0665,2025-01-01,3969,Active
666,Customer666,Last666,customer666@example.com,917-555-0666,2025-01-01,5134,Active
667,Customer667,Last667,customer667@example.com,917-555-0667,2025-01-01,1959,Active
668,Customer668,Last668,customer668@example.com,917-555-0668,2025-01-01,2249,Active
669,Customer669,Last669,customer669@example.com,917-555-0669,2025-01-01,3603,Active
670,Customer670,Last670,customer670@example.com,917-555-0670,2025-01-01,634,Active
671,Customer671,Last671,customer671@example.com,917-555-0671,2025-01-01,5845,Active
672,Customer672,Last672,customer672@example.com,917-555-0672,2025-01-01,2340,Active
673,Customer673,Last673,customer673@example.com,917-555-0673,2025-01-01,1920,Active
674,Customer674,Last674,customer674@example.com,917-555-0674,2025-01-01,2225,Active
675,Customer675,Last675,customer675@example.com,917-555-0675,2025-01-01,2751,Active
676,Customer676,Last676,customer676@example.com,917-555-0676,2025-01-01,2619,Active
677,Customer677,Last677,customer677@example.com,917-555-0677,2025-01-01,4424,Active
678,Customer678,Last678,customer678@example.com,917-555-0678,2025-01-01,660,Active
679,Customer679,Last679,customer679@example.com,917-555-0679,2025-01-01,1133,Active
680,Customer680,Last680,customer680@example.com,917-555-0680,2025-01-01,1235,Active
681,Customer681,Last681,customer681@example.com,917-555-0681,2025-01-01,1894,Active
682,Customer682,Last682,customer682@example.com,917-555-0682,2025-01-01,3137,Active
683,Customer683,Last683,customer683@example.com,917-555-0683,2025-01-01,5684,Active
684,Customer684,Last684,customer684@example.com,917-555-0684,2025-01-01,1251,Active
685,Customer685,Last685,customer685@example.com,917-555-0685,2025-01-01,5786,Active
686,Customer686,Last686,customer686@example.com,917-555-0686,2025-01-01,1752,Active
687,Customer687,Last687,customer687@example.com,917-555-0687,2025-01-01,526,Active
688,Customer688,Last688,customer688@example.com,917-555-0688,2025-01-01,3398,Active
689,Customer689,Last689,customer689@example.com,917-555-0689,2025-01-01,3339,Active
690,Customer690,Last690,customer690@example.com,917-555-0690,2025-01-01,2710,Active
691,Customer691,Last691,customer691@example.com,917-555-0691,2025-01-01,4445,Active
692,Customer692,Last692,customer692@example.com,917-555-0692,2025-01-01,3816,Active
693,Customer693,Last693,customer693@example.com,917-555-0693,2025-01-01,3406,Active
694,Customer694,Last694,customer694@example.com,917-555-0694,2025-01-01,510,Active
695,Customer695,Last695,customer695@example.com,917-555-0695,2025-01-01,1694,Active
696,Customer696,Last696,customer696@example.com,917-555-0696,2025-01-01,3441,Active
697,Customer697,Last697,customer697@example.com,917-555-0697,2025-01-01,3190,Active
698,Customer698,Last698,customer698@example.com,917-555-0698,2025-01-01,4784,Active
699,Customer699,Last699,customer699@example.com,917-555-0699,2025-01-01,5697,Active
700,Customer700,Last700,customer700@example.com,917-555-0700,2025-01-01,160,Active
